Modul;Frage;Antwort ;Antwort ;Antwort ;Antwort ;Antwort ;Antwort ;Antwort ;Antwort ;Antwort ;Antwort ;Antwort ;Antwort ;Antwort ;Antwort ;Antwort ;Antwort ;Antwort ;Antwort ;Antwort ;Antwort ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Workout Coach;Wozu dient die Trainingsauswertung im Prozess der Trainingssteuerung?;Der Überprüfung mittelfristiger Ziele. Durch Re-Tests und eine rückblickende Analyse des individuellen Trainingsverlauf und der resultierenden Wirkungen können Rückschlüsse gezogen und für weiterführende Ausblicke genutzt werden.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Workout Coach;Nenne innere und äussere Faktoren, die für die individuelle Leistungsfähigkeit und Trainingsgestaltung ausschlaggebend sind;Alter;körperliche Einschränkungen;Energiezustand;mentale Einstellung;emotionales Befinden;Ernährung;Schlaf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Workout Coach;Erkläre intermuskuläre Koordination?;wiederholte Fragen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Workout Coach;Erkläre intramuskuläre Koordination?;wiederholte Fragen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Workout Coach;Warum ist gute intramuskuläre Koordination wichtig?;wiederholte Fragen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Workout Coach;Warum ist gute intermuskuläre Koordination wichtig?;wiederholte Fragen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Workout Coach;Welche Kraftarten kennst du?;wiederholte Fragen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Workout Coach;Was ist Absolutkraft?;Die höchstmögliche Kraft, welche der menschliche Organismus zu leisten im Stande ist.;Sie setzt sich zusammen aus der Maximalkraft und den autonom geschützten Kraftreserven, welche nicht willentlich aktivierbar sind.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Workout Coach;Was ist absolute Kraft?;Dasselbe wie Maximalkraft: Die höchstmögliche Kraft, welche willentliche aktiviert werden kann;absolute Kraft = Maximalkraft;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Workout Coach;Was ist Maximalkraft?;Die höchstmögliche Kraft, welche willentlich aktiviert werden kann.;Sie wird auch absolute Kraft genannt und als Kraftbasis bezeichnet.;Von ihr sind alle anderen Kraftarten abhängig.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Workout Coach;Was ist Relativ-Kraft?;Die höchstmögliche Kraft im Verhältnis zum individuellen Körpergewicht (Maximalkraft : Körpergewicht);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Workout Coach;Was ist Schnellkraft?;Die neuromuskuläre Fähigkeit möglischt schnell Kraft zu eintwickeln;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Workout Coach;Was ist Kraftausdauer?;Die Fähigkeit eine Kraftleistung über einen längeren Zeitraum aufrecht zu erhalten oder die Verringerung des Kraftniveaus möglichst klein zu halten. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Workout Coach;Nenne die Trainingsprinzipien;Prinzip der Superkompensation;Prinzip des trainingwirksamen Reizes;Prinzip der progressiven Belastung;Prinzip der optimalen Belastung und Erholung;Prinzip der regelmässigen Belastung;Prinzip der Individualität;Prinzip der spezifischen Anpassung;Prinzip der Vatiation der Trainingsbelastung;Prinzip der richtigen Kombination und Folge der Belastungsmerkmale;Prinzip der Periodisierung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Workout Coach;Über welche Stufen führt eine physiologisch sinnvolle Kraftentwicklung im Allgemeinen?;1. Verbesserung der Eigenwahrnehmung;2. Verbesserung der intermuskulären Koordination;3. Verbesserung der vorwiegend aeroben Muskel(Kraft)ausdauer;4. Vermehrter Muskelaufbau (Hypertrophie);5. Verbesserung der intramuskulären Koordination;6. Funktionelle und spezifische Weiterentwicklung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Workout Coach;Wie reagieren Skelettmuskeln längerfristig auf physiologisch sinnvolles Krafttraining?;wiederholte Fragen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Workout Coach;Nenne die unterschiedlichen Nebenwirkungen von anabolen Substanzen;bewirken Zellwachstum;hormonelle Veränderung;psychische Veränderung (Aggression, Depression);beinhaltet Suchtgefahr;führt zu Gewebeschädigung (v.a. Blutgefässe);reduziert Fertilität;reduziert Lebensdauer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Workout Coach;Was sind die Ziele des Aufwärmens vor dem Krafttraining?;wiederholte Fragen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Workout Coach;Welche Punkte müssen bei der koordinativen Vorbereitung im Rahmen eines speziellen Aufwärmens beachtet werden?;wiederholte Fragen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Workout Coach;Nach welchem Grundsatz der Belastungsfolge sollte eine gemischt-konditionelle Trainingseinheit aufgebaut werden?;wiederholte Fragen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Workout Coach;Nach welchen Prinzipien kann der Krafttrainingsteil einer Trainingseinheit gestaltet werden?;wiederholte Fragen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Workout Coach;Was ist der Sinn eines Cool-Down (Abwärmen) nach einer Trainingseinheit?;wiederholte Fragen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Workout Coach;Beschreibe eine allgemeine Trainingseinheit in einem Krafttrainings-Einsteigerprogramm;wiederholte Fragen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Workout Coach;Was ist ein Splittraining?;Einzelne Körperbereiche werden aufgeteilt und die einzelnen Muskelgruppen an unterschiedlichen, teilweise direkt aufeinanderfolgenden Tagen trainiert.;Somit ist es möglich, täglich ein Krafttraining zu absolvieren.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Workout Coach;Was ist ein Circuittraining?;(auch Zirkel- oder Kreistraining);Hier wird jeweils nach einem absolvierten Satz die Übung gewechselt bis alle Übungen absolviert wurden und dann der ganze Durchgang wiederholt, allenfalls mehrmals wiederholt.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Workout Coach;Was ist ein Stationentraining?;Pro Übung wird eine Anzahl Sätze und Wiederholungen ausgeführt und dann an das nächste Gerät gewechselt.;Nach Abschluss der letzten Übung ist das Training beendet.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Workout Coach;Was sind die Vorteile eines Circuittrainings?;Durch Reduzierung der Pausenzeiten kann auf einfache Weise die Intensität der Trainingseinheit gesteigert werden (hohe Trainingsdichte).;Zeiteinsparung, ein Ganzkörpertraining ist in deutliche kürzerer Zeit durchführbar.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Workout Coach;Wie kann ein Negativtraining praktisch aussehen im Fitnesstraining?;Bsp. Einarmiger Bizeps-Curl mit Unterstützung der Aufwärtsbewegung (konzentrisch) der Kurzhantel mit der zweiten, freien Hand;Bsp. Bei der Brustpresse durch die Hilfe von Fremdkräften (Person hilft die Stange heben);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Workout Coach;Was ist dir wichtig beim Training der Rotatorenmanchette?;Der Ellbogen muss fixiert, als Punctum fixum gehalten werden. ;Punctum mobile ist der Unterarm und die Hand.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Workout Coach;Was ist problematisch am Negativtraining?;Durch dieses Prinzip der erzwungenen Überbelastung werden die betroffenen Systemstrukturen im Körper enorm intensiv gefordert, was eine Erhöhung der Regenerationszeit nach sich zieht.;Zudem können Abweichungen von der korrekten Form unter Umständen direkt zu Verletzungen führen.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Workout Coach;Welche Belastungsvariationen resp. Intensivierungsprinzipien im Krafttraining kennst du?;Negativtraining (Belastung mit mehr als 100% der konzentrischen Kraftfähigkeit);Erzwungene Wiederholungen am Satzende (Partnerhilfe oder reduzieren des Gewichts);Teilwiederholungen;Spitzenkontraktionen;Tempovariationen (super-slow);Vorermüdung (bestimmte Synergisten eines Bewegungsablaufs);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Workout Coach;Was ist problematisch am Prinzip der Vorermüdung?;Die vorgängige Ermüdung eines an der Bewegung beteiligten Muskels nimmt auch einen wichtigen Einfluss auf die funktionelle Ausführung einer Übung.;So kann sich die intermuskuläre Koordination diesbezüglich verschlechtern.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Workout Coach;Was gilt beim Bankdrücken?;Je steiler der Oberkörper, desto mehr wird der obere Brustmuskelanteil trainiert.;Beim Kurzhantel-Bankdrücken kann mit ca. doppelt so viel Gewicht trainiert werden wie bei den Butterflys.;Die Belastung auf die LWS ist beim Bankdrücken mit der Langhantel auf der Flachbank sehr gering, sofern die neutrale Wirbelsäule beibehalten wird.;Je grösser der Winkel zwischen Oberam und Oberkörper, desto grösser ist die Belastung auf das Schultergelenk.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Workout Coach;Welche Muskeln sind beim Bankdrücken beteiligt?;M. trizeps brachii und M. pectoralis major;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Workout Coach;Was ist bei der Kniebeuge in unterschiedlichen Beinpositionen (Spurbreite) immer wichtig?;Dreipunkte-Belastung ist optimal und die Knie zeigen immer in Richtung grosser Zeh;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Workout Coach;Was ist beim Kreuzheben wichtig?;Die Lordose muss während der ganzen Bewegung stabil gehalten werden.;die Fussdivergenz;die Transversus-Spannung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Workout Coach;Was ist beim Rudern vorgeneigt mit der Langhantel wichtig?;Die Langhantel wird im Obergriff gehalten.;Der Oberkörper ist so weit wie möglich vorgeneigt mit stabiler Lordose, die Knie sind leicht gebeugt und die Dreipunkte-Belastung ist immer gesichert;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Workout Coach;Was ist wichtig bei einem Bizepscurl am Kabelzug mit einer geraden Stange im Untergriff und mit fixiertem Ellbogen neben dem Körper? (der Zug kommt von unten);Die grösste Spannung ist auf dem Muskel ca. im rechten Winkel im Ellbogen-Gelenk wenn man möglichst nahe steht und der Blick zum Kabelzug zeigt.;Die Spannung ist immer dann am grössten, wenn das Zugkabel in einem rechten Winkel zum Unterarm verläuft.;Man muss mit dem Rücken zum Kabelzug stehen, wenn man die grösste Spannung im Bizeps in einem grossen Winkel im Ellbogen-Gelenk haben möchte.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Workout Coach;Was bestimmt die Unterstützungsfläche?;Die Unterstützungsfläche wird bestimmt durch die Körperteile, die den Boden berühren.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stretching Basic;Was ist Beweglichkeit?;Kombination aus Gelenkigkeit und Dehnfähigkeit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stretching Basic;Was sind die Hauptziele von Dehnreiz?;Beweglichkeitserhaltung;Beweglichkeitsverbesserung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stretching Basic;Wann gilt eine Dehnung als Dehnung?;Wenn am Bewegungsende ein relevanter Reiz gesetzt wird;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stretching Basic;Welche Faktoren bestimmen die individuelle Beweglichkeit?;Genetik;Geschlecht;Gewohnheit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stretching Basic;Durch welche Faktoren wird der Bewegungsspielraum eines Gelenks bestimmt?;durch die grundlegende Anatomie des Gelenks;neurale Toleranz am Bewegungsende (Dehnfähigkeit);Zugspannung der Bänder im Verlauf der Bewegung;WTH - umliegende Gewebe blockieren eine mögliche Bewegung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stretching Basic;Sind Sehnen dehnbar?;Wenig, die kollagenen Fasern sind zwar wellenförmig angeordnet, die Aufgabe der Sehnen ist jedoch Kraftübertragung (vom Muskelzug auf Skelett) und nicht Elastizität.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stretching Basic;Was ist Gelenkigkeit?;Teilaspekt der Beweglichkeit;Sie wird von der Form und der Bauweise der beteiligten Gelenkstrukturen (Knochen) bestimmt und kann so gut wie nicht verändert werden;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stretching Basic;Was ist Dehnfähigkeit?;Teilaspekt der Beweglichkeit;Sie setzt sich einerseits aus der neuralen Toleranz und aus der Elastizität der Gewebsstrukturen (Bänder, Sehnen, Muskeln und Nerven) zusammen, welche die Bewegung ermöglichen.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stretching Basic;Nenne die möglichen Dehnanwendugen;Vordehnen;Zwischendehnen;Nachdehnen;Beweglichkeits-Training;Therapeutisches Dehnen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stretching Basic;Warum sind statische Dehnreize in einem Vordehnungsprogramm nicht sinnvoll?;statisches Dehnen über ca. 10 s, vermindert die Schnellkraftfähigkeit und signalisiert dem Körper Entspannung;Es wird überwiegend das parasympathische Nervensystem angesprochen, was für eine nachfolgende Trainingseinheit / -Leistung wenig sinnvoll ist.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stretching Basic;Was ist das Ziel von Nachdehnen?;Die bestehende Beweglichkeit zu erhalten und in die Regeneration überzuleiten.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stretching Basic;Wie wird das Nachdehnen gestaltet?;Gedehnt werden die 5 Pflichtdehnbereiche und sinnvolle Ergänzungen;Dauer: 12 - 90 s;Dehntechnik: bewegt-statisch, intermittierend;Die Intensität der Dehnreize orientiert sich an der vorangehenden Leistung.;Je intensiver die absolvierte Trainingseinheit gestaltet wurde, desto sanfter wird das Nachdehnen ausgeführt.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stretching Basic;Welches sind die Pflichtdehnbereiche des Nachdehnens?;Oberschinkelmuskulatur hinten;Oberschinkelmuskulatur vorne;Oberschinkelmuskulatur innen;Brustkorb vorne;Halsmuskulatur hinten und seitlich;plus sportartspezifische Ergänzungen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stretching Basic;Welche Muskeln brauchen Dehnung?;evolutionsbedingt arbeiten folgende Muskelgruppen überwiegend konzentrisch;Beuger, Innenrotatoren, Adduktoren;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stretching Basic;Warum sollten nach dem Training gerade die bestehenden 5 Pflichtbereiche gedehnt werden?;Gedehnt werden diejenigen Muskelgruppen, welche im Alltag vorwiegend konzentrisch angesteuert werden (kurz) und so die aufrechte Körperhaltung in die Beugung ziehen.;Ein gutes Krafttraining und ein korrektes Nachdehnen der 5 Pflichtdehnbereiche wirken sich immer positiv auf die Körperhaltung aus.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stretching Basic;Was sind wirkungsvolle Dehnreize?;Eine Dehnung ist nur dann wirkungsvoll, wenn der ausgeübte Dehnreiz intensiv genug ist, um eine nachfolgende Anpassung auszulösen.;Dabei dürfen Dehnreize auch bis zur subjektiven, noch knapp angenehmen, Schmerzempfindung gesetzt werden.;Je regelmässiger mit sinnvoller Intensität gedehnt wird, desto schneller passt sich auch das neurale System den neuen Bedingungen an.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stretching Basic;Was ist bewegt-statisches Dehnen?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stretching Basic;Nenne unterschiedliche Dehntechniken;aktives-passives Dehnen;dynamisches Dehnen;Statisches Dehnen;bewegt-statisches Dehnen;Anspannungs-Entspannungs-Dehnen;"intermitierendes Dehnen = Methode, bei der eine Dehnposition langsam eingenommen, kurz gehalten, kurz gelöst und anschliessend wiederholt wird; oftmals bis in eine erweiterte Endposition";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stretching Basic;Was ist die 'neurale Toleranz' während der Dehnung?;das subjektive Schmerzempfinden bei einer Dehnung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stretching Basic;Was ist bei der Positionierung der Brustkorb-Dehnung am Wichtigsten?;kein Dehnstress auf die Schultergelenkskapsel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stretching Basic;Warum ist die Brustkorb-Dehnung so wichtig und wertvoll?;Körperhaltung und Schulterplatzierung;Atmung - Atmungstiefe, Atemkraft;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stretching Basic;Aufbau Ischio Dehnung: Warum muss die Ischio Dehnung mit leicht gebeugtem Knie und entspanntem Fuss aufgebaut werden?;Um eine relevante Dehnung der Ischios zu generieren, muss das Becken gekippt werden. Dies ist (speziell am Anfang) nur mit leicht gebeugtem Knie möglich.;Der Fuss soll entspannt (bzw. ohne Flexfuss) liegen damit kein Zug auf den Ischiasnerv entsteht, welcher eine korrekte Beckenplatzierung und Dehnreiz auf die muskulär- bindegewebigen Anteile der Ischios verhindert.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stretching Basic;Was ist bei Dehnung der Ischio's am Wichtigsten?;Der Dehnreiz darf nicht als erstes auf den Ischias-Nerv ausgeübt werden.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stretching Basic;Wie wird der Dehnreiz in der Ischio-Dehnung verstärkt?;über die Beckenkippung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stretching Basic;Mit welcher Bewegung wird die Ischio-Dehnung verstärkt?;Beckenkippung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stretching Basic;Nenne die Beckenbewegung;aufrichten und kippen;Die Beckenbewegung in der Flexions-Extensions-Ebene heisst aufrichten (führt zu Ent-Lordosierung) und kippen (führt zu mehr Lordose).;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stretching Basic;Nenne die verschiedenen Beckenpositionen;Beckenaufrichtung;Becken neutral;Becken-Kippung (Sitzbeinhöcker nach hinten);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sensomotorik;Was bedeutet der Begriff Senso-Motorik?;= die Wahrnehmungsfähigkeit gekoppelt mir der Bewegungssteuerungsfähigkeit;= Afferenz-Efferenz Feedback;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sensomotorik;Was bedeutet sensomotorische Training?;Das reibungslose Zusammenspiel zwischen Sinneswahrnehmungen (Sensorik) und Muskelbewegung (Motorik). Die Fähigkeit des Körper Sinneseindrücke zu verarbeiten und darauf sofort mit gezielten, koordinierten Bewegungen zu reagieren.;Sensorik = Reizaufnahme über Rezeptoren und deren Weiterleitung und Verarbeitung zum bzw. im ZNS;Motorik = Antwort auf die Signale vom ZNS an die Muskulatur und deren Umsetzung in Bewegung;Training = Leistungsverbesserung durch gezielte Übungen (sensomotorische Zusatzreize);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sensomotorik;Was sind die Ziele und Effekte von sensomotorischen Zusatzreizen / sensomotorischen Übungen?;Gleichgewichtverbesserung;Verbesserung der globalen Stabilisation;Verbesserung der intermuskulären Koordination;Verbesserung der intramuskulären Koordination;Verbesserung der Reaktionsfähigkeit;Abbau von Ängsten;Sturzprophylaxe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sensomotorik;Nenne 3 unterschiedliche labile Trainingsgeräte;Aero Step XL;gerollte Matte;Dynair XXL;Powerball;Airex Balance-Pad;Jumper;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sensomotorik;Nenne 2 instabile Trainingsgeräte;Pozzi Board;Ballanza, Ballstep;Sypoba;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sensomotorik;Was ist die Aufgabe des Nervensystems?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sensomotorik;Wie lässt sich das Nervensystem unterteilen?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sensomotorik;Was gehört zum ZNS?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sensomotorik;Was gehört zum PNS?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sensomotorik;Was ist das Rückenmark?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sensomotorik;Wie ist ein motorischer Nerv aufgebaut?;Neuron (Nerv);Zellkörper mit Zellkern (Soma);Axonhügel;Axon (Neurit) = Nervenzellenfortsatz;Myelinscheide (Isolationsschickt des Axons);Ranvier Schnürringe;Dendriten;Motorische Endplatte;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sensomotorik;Was ist die Synapse?;Eine chemische Synapse ist die Kontaktstelle zur Erregungsübertragung zwischen Nervenzellen oder Muskelzellen und besteht im Wesentlichen aus drei Hauptkomponenten: Präsynapse (Sender), synaptischer Spalt (Zwischenraum), Postsynapse (Empfänger);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sensomotorik;Wie lässt sich das zentrale Nervensystem unterteilen?;somatisches, animalisches Nervensystem (sensomotorisches NS);vegetatives Nervensystem (Sympaticus, Parasympaticus);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sensomotorik;Welche Aufgaben übernimmt das Grosshirn im ZNS?;Das Grosshirn ist der Sitz des Bewusstseins.;Es verarbeitet Sinneseindrücke, steuert Bewegungsabläufe und ist zuständig für bewusste Empfindungen, Handlungen, Wille, Kreativität und Gedächtnis.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sensomotorik;Wie heissen die zum Gehirn zuführenden Nervenbahnen?;afferente Nervenbahnen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sensomotorik;Wie heissen die vom Gehirn wegführenden Nervenbahnen?;efferente Nervenbahnen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sensomotorik;Wie nennt man das Zusammenspiel von zuführenden und wegführenden Impulsen?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sensomotorik;Wo docken die Synapsen an?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
